,user,timestamp,comment,y_label,likes,hasReplies,replies.commentText
725,Nobody Behind A Screen,1554222893581,If I hear that girl say “vegan” one more time...😡,0.0,131,False,
726,Sherri Woodward,1554222893583,The girl..... oh my lord.,0.0,0,False,
727,Obesus,1554222893584,The problem with Veganism is protein.,0.0,1,True,
728,wilfrido lopez,1554222893587,"""my mom die eating a bucket of ice cream"" bish goals that would be a perfect death to me",0.0,0,False,
729,Flame Rants Amino,1554222893588,"I think that the way we factory farm is wrong, but we should still eat meat",0.0,29,True,
730,Elisa Trejo,1554222893591,The girl with the braids put me really anxious just opening her mouth one second.,0.0,0,False,
731,GuyParodie,1554222893592,"If there’s one topic that’s extremely hard to get your answers without contradictions, it would be nutrition.",0.0,0,False,
732,katrin verdeux,1554222893594,does anyone else feels an urge to become a cannibal every time this girl starts to talk?,0.0,0,False,
733,Patricia Greer,1554222893596,"Do they realise that plants are alive too? So what if that person had a relationship with a plant? (It is possible and it has happened.) 

Should they defend the plant over a human?",0.0,15,True,
734,Oscar Leon,1554222893598,She said capitalism,0.0,0,False,
735,Daisy Slime Shoppe,1554222893600,Lol they got the most annoying vegans for this vid,0.0,0,False,
736,Murry Bubbles,1554222893601,"Those vegans are not open minded especially that chick 
Even people in those remote communities where they farm and eat their own food they live of what they grow and cultivate veganism isn’t bad but those vegans who lost their parents it’s sad but that’s because they ate unhealthy not because they are animal products eating animals is fine the food chain is real it’s the system that the earths ecosystem revolves around you wonder when a species goes extinct and another species then dies of that’s because they relied on one another for food e.g if deer die off then what even needs them will die that is the food chain and people are apart of it two except we arnt the top just because we’re smarter if we were out in the bush with primitive technology we wouldn’t survive against a tiger or an elephant we would eat what we find and can hunt that is the food chain and we’re in the middle somewhere",0.0,0,False,
737,Doamino41,1554222893603,"How to piss off a vegan,
You know when your mouth waters after you plop that steak on the backyard grill? I wonder if that's how vegans feel after they mow their lawns.",0.0,1,False,
738,tez4569,1554222893605,"I could never do one of these thing because I feel like I might choke somebody out (vegan crazy lady). Also, just because you eat meat doesn’t mean you are unhealthy! It just depends on how you eat! If I ate a cheeseburger every day, that would be unhealthy. On the other hand I would argue that being vegan is way more unhealthy because if you have teeth, go ahead and feel those 4 sharp canines that are designed to eat MEAT. Meat is a huge source of protein among other vitamins and minerals that we need to LIVE. Whether you believe in God or evolution or whatever, you cannot deny that we are designed to eat meat and veggies. So how is it that eating only veggies is healthier?",0.0,0,False,
739,Demon,1554222893607,"Who came from the video where this guy eats raw meat at vegan territory?  Lol, carnivores vs herbivores.",0.0,0,False,
740,Salty Support,1554222894580,That girl with white hair is literally the human form of tumblr,0.0,0,False,
741,Noobington,1554222894582,Aubrey is on crack or something lmao,0.0,19,False,
742,g a r b a g e,1554222894584,I love how meat eaters are agreeing with meat eaters and they’re shitting on vegans and vegans are agreeing with vegans and shitting on meat eaters,0.0,0,False,
743,Meghan Halstead,1554222894585,why is she running?,0.0,0,False,
744,Yaass Queen,1554222894587,"That girl is mentally ill, those head movements.....girl?",0.0,0,False,
745,EisAngel,1554222894589,"If you think a fish's life is equal to that of a human., you belong in a mental health facility.",0.0,0,False,
746,Drew Leimer,1554222894591,The girl with the braids is a communist,0.0,0,False,
747,Humblbst,1554222894592,Veganism is a sin🙃,0.0,0,False,
748,HereticalPuppy,1554222894594,Im sorry but the vegans just dont understand the environment and basic biology. They try to make eating meat sound like the most unnatural and unhealthy thing for us when it is completely normal and so is the death of an animal. Animal cruelty is one thing but i shouldnt be shamed for eating something like open range beef,0.0,0,False,
749,Strive4,1554222894596,"I don't care if your vegan, that's your loss. Just don't tell me you are more healthy then me and especially don't tell me I'm worth as much as a fish to you.",0.0,0,False,
750,rastaewabeach,1554222894598,"I don't think it's healthy to be full vegan.  I use to know a girl who never ate meat, and she always complained about feeling light headed, and always having a headache.  My conclusion was not enough proteins.",0.0,0,False,
751,The POG,1554222894599,Not gonna lie I totally knew who the vegans were before they split into their groups.,0.0,0,False,
752,Taskmaster,1554222894601,Lets get one thing straight. Eating too much of anything WILL make you sick. Just because you eat more veges than me doesn't mean your healthier in the long run.,0.0,0,False,
753,Alexander 3 Face,1554222894603,The blonde chick is quite annoying... seems like the type chick I would argue with about everything in life lol,0.0,0,False,
754,Alexander 3 Face,1554222894605,@6:49 Im guessing these vegans must of ate some bad lentils cuz that was one of them wet farts lol,0.0,0,False,
755,Alexander 3 Face,1554222894607,When The Steve mentioned Eating a pet dog to the Asian guy 😂😂😂😂,0.0,0,False,
756,Hot Icy,1554222894609,Fish=Human... yeah ok,0.0,676,True,
757,Aron Tesfay,1554222894611,"The girl blaming capitalism for people's diet choices is just absurd. The government gives huge subsidies for dairy, poultry and cattle ranching. Meat would be a lot more expensive without government subsidies since it is extremely resource intensive",0.0,0,False,
758,Claudio de Leus,1554222894613,that vegan girl is just so bitchy and loud like why. the way she moves her head makes me wanna drop kick her,0.0,1,False,
759,molly p,1554222894615,0:49 why she pulling them weird ass faces,0.0,0,False,
760,Browning .308,1554222896100,I'm A Vegan,0.0,0,False,
761,TheRavyShow,1554222896101,"This was good. Thanks.,",0.0,0,False,
762,Chicken Spheres,1554222896103,They need to watch the video of the dude who killed the mountain lion,0.0,0,False,
763,Chicken Spheres,1554222896105,Eat 🍖 beat 🥩 don’t get weak,0.0,0,False,
764,smooth,1554222896107,2 minutes in and all the vegans are retards,0.0,0,False,
765,James Anthony,1554222896109,0:50 NECK,0.0,0,False,
766,Edwardo Herman,1554222896111,"1:28 white guy - “why do we have a dog as a pet instead of eat the dog”

Asian guy - *blinks",0.0,0,False,
767,Whited,1554222896113,I highly recommend everyone to go watch the Destiny vs Vegan Gains debate on veganism. It’s really interesting,1.0,0,False,
768,coldfire 10k,1554222896115,I hate her,0.0,0,False,
769,Trystan Patton,1554222896117,"Dude, a food chain is a real thing XD",0.0,2,True,
770,Danielle Guerrero,1554222896120,I honestly would have liked to see an Indigenous perspective on this matter,0.0,0,False,
771,Denis Laflamme,1554222896122,5:06 The meat eaters should do what animals do and eat the herbivores in the room,0.0,0,False,
772,Isaac Katularu,1554222896124,Circumcised vs Uncircumcised. Do it!,0.0,0,False,
773,Griss Scarecrow,1554222896126,Point blank these vegans are retarded omg why did you make vegans their not ready for this 🌎,0.0,0,False,
774,Madelyn Tuccillo,1554222896127,Girl just because we ain’t vegan doesn’t mean we think eating tubes and tubes of ice cream is healthy. You don’t have to be vegans to eat healthy. Vegan is just a variation of dieting,0.0,0,False,
775,It's Gummy,1554222896129,Vegans=Fish🐟,0.0,0,False,
776,Mario Dorsey,1554222896141,Dude with the orange durag funny 😂😂😂,0.0,0,False,
777,hayden gammel,1554222896143,bruh I DO NOT like that vegan woman. Like she is the epitome of most annoying type of person.,0.0,0,False,
778,GHfan4life,1554222896145,Vegans are obnoxious,0.0,0,False,
779,Aly le renard BJ,1554222896147,So the bear gets to eat fish and carnivores mammals eat raw meat and I can't do it cause it's wrong? WTH. Yes there is issues with industrials methods of production but eating meat is a natural thing.,0.0,0,False,
780,Kliyah's Life,1554222896988,"I was vegan since I was a baby, now I'm vegetarian. I miss being vegan. If you can watch a slaughter house video and still eat meat you have no heart.   I personally think that the girl I wish she was my friend she seems so awesome. And we can be vegan friends. 







Why are you not vegan now?



My mom said no more being vegan vegan. When I grow up I'll be vegan!😌😅😁",0.0,0,False,
781,DVD,1554222896990,lmao you can tell who's vegan just by looking at them,0.0,0,False,
782,Flora Bourdeau,1554222896992,She is rude and obnoxious -a Black vegan,0.0,1,False,
783,Nils Moberg,1554222896994,"""the problem is CAPITALISM!!!""
O_O",0.0,4,False,
784,Ruben van der hilst,1554222896996,"The mountain lion is in human territory, its only allowed to stay there cuz were nice people...",0.0,0,False,
785,holyhell111,1554222896998,"this was an interesting video however the one in the braids (Aubrey) really took a lot of value away from this, was hard to watch because of them... 
the rest tho made some great points here and there from both sides i really enjoyed seeing them talk on. <3",0.0,0,False,
786,Night Rider,1554222897006,Vegans are pathetic lol,0.0,1,False,
787,Jessica Buchanan,1554222897008,the vegans in this are so fkn patronising shut the hell up let people live their lives,0.0,0,False,
788,Wut,1554222897011,Is it me or do I feel that Vegans try to protect animals more than humanity,0.0,3,False,
789,Wut,1554222897013,"The girl: I lOve fOoD

Everyone: HAHAHAHHAHAHDHIDHEGAHEHAHAHAHHAHAH

What’s the funny part???",0.0,64,True,
790,CJ,1554222897016,Meat eater all the wayyy,0.0,0,False,
791,Dara Qerresh,1554222897018,killing an animal while defending myself is right cuz a humans soul is wayyyyy more important than an animals life (my opinion),0.0,0,False,
792,Not,1554222897021,must have been difficult to find 2 vegen men lol,0.0,1,False,
793,Luldo Hatler,1554222897023,The Vegan Girl is the Reason why People dont respect Vegans.,0.0,0,False,
794,Hello,1554222897024,Plants are alive too you know,0.0,5,True,
795,Levio Stagnaro,1554222897027,GUYS VEGANS ARE EATING ALL OUR GRASS!!!,0.0,1,False,
796,jace jerome,1554222897029,Wow vegans are super lame,0.0,0,False,
797,jace jerome,1554222897030,Meat is so good,0.0,0,False,
798,Timexy Emerald,1554222897032,Blonde girl is angry. You can tell it from the body language. The way her head moves to what shes doing while speaking everybody can tell shes just here for her moral supremacy......killing animal is wrong. Everybody knows that and that doesn't make me stop eating meat its just not happening,0.0,0,False,
799,Joebok Crok TV,1554222897034,The girl with the braids is actually retarded,0.0,0,False,
800,A.J. Olsen,1554222897863,Are these vegans or crackheads?,0.0,0,False,
801,bob swagman,1554222897865,Some of these questions are too vague,0.0,1,False,
802,Yaboy PC,1554222897867,I'd rather eat a animal then get eaten by one ...... Just saying,0.0,0,False,
803,Anna J,1554222897869,Organic foods are more expensive. But all should desire to eat healthy.,0.0,0,False,
804,R. B.,1554222897871,Yd he separate them... pretty sure we could identify the vegans from the jump lmao,0.0,0,False,
805,Diego Soto,1554222897872,Bad look for vegans,1.0,0,False,
806,Isaac W,1554222897874,"“The issue is capitalism” 
Wut",0.0,0,False,
807,Naisaiah Fierro,1554222897885,Omg that vegan chick is annoying af she puts a terrible name for vegans my friend vegan but he ain’t acting crazy like that,0.0,0,False,
808,some guy in jeans,1554222897887,Peta wants us to be veagan so they can have all the meat,0.0,0,False,
809,TheTyler701,1554222897888,"Theirs tigers and theirs gazelles. 

Choose which you want to be.",0.0,0,True,
810,Sxpreme_sadness _,1554222897891,I respect  the red shirt guy,0.0,0,False,
811,Lex Grace,1554222897892,Yikes. There's not a very diverse representation of vegans here. I'm vegan and yet I find myself cringing and disagreeing with most of what they're saying.  Maybe it's because I'm not from LA? I don't know. None of the vegans I know personally are like this. I liked the guy in the red. He offered some nice points regarding spirituality and peace.,0.0,0,False,
812,watercolor,1554222897894,vegans and hunters,0.0,0,False,
813,Izzy Rose,1554222897896,i feel like veganism is put down just because of those vegans that enforce their veganism on others when they don’t want to hear about it. i’m fine with a vegan saying “hey i’m a vegan would you like to try it?” instead of “HEY IM A VEGAN DO IT ITS FOR THE ANIMALS TRY IT COME ON YOU’LL LOVE IT” when i didn’t really want that being yelled at me.,0.0,0,False,
814,abdullah ibrahim,1554222897897,Im sure Audrey is autistic atleast mildly,0.0,1,False,
815,Hannah Obeng-Mireku,1554222897899,Please do African assumptions Vs American Assumptions ❤️,0.0,0,False,
816,Source Official,1554222897900,The White-Haired chick is so retarded that I really just skip over her reasons.,0.0,0,False,
817,NLPITW /,1554222897902,I don't like the way the girl move her head when she talk😐,0.0,0,False,
818,Mar K,1554222897904,They are asking the wrong questions like what about the cost of producing meat and the damage it does to the planet ?? What about the inhumane way those animals are killed ? What about all the diseases linked to consuming animal product ?,0.0,0,False,
819,Eddie Amiet,1554222897905,"I’m a member of PETA, (people eating tasty animals). 😋",0.0,0,False,
820,Tommy,1554222898752,bro this girl was interrupting EVERYONE,0.0,3,False,
821,Tommy,1554222898753,That one girl really fucked it up for the Vegans lmao,0.0,1,False,
822,Valery Ambriz,1554222898755,The vegan girl makes me wanna stab vegetables...,0.0,0,False,
823,Dank Memes with some Pepper,1554222898757,"Of course the vegans is supposed to have black dyed hair, a hat on indoors, nose ring and glasses acting like my swedish teacher. I'm not surprised",0.0,0,False,
824,SEVVANS,1554222898758,why are the vegans the ones that look weird,0.0,0,False,
825,Ksenia Efremenko,1554222898760,"When you see a person who is annoying, you just think to yourself. Well, such people exist.
When you see a vegan who's annoying, you're like THAT'S BECAUSE SHE'S VEGAN ALL VEGANS ARE AGGRESSIVE THEY MAKE ME WANT TO EAT MEAT MORE
Cmon people, seriously?",0.0,0,False,
826,TheTyler701,1554222898762,lt ls NOT healthy to be vegan.,0.0,0,True,
827,Syeyon Kang,1554222898764,Why does she bobble her head so much.,0.0,0,False,
828,Lord Albert,1554222898766,Lol the vegans look like hippies but mad respect to them👊🏽 I am a meat eater tho I also don’t see how I can possibly see myself as equivalent to a animal that I know I’m better than...,0.0,0,False,
829,Jakob Sandström,1554222898768,I LOVE MEAT,0.0,0,False,
830,FunWithJasmine,1554222898769,So you would let a human die who has a family people who love them and don’t want them to ever die a beautiful human who doesn’t deserve to die. Just for the animal who killed the human to live ? Even tho the animal probably doesn’t even remember what it did five mins ago ? This is DISGUSTING that this guy would rather have an animal live rather than a HUMAN that’s DISGUSTING,0.0,0,False,
831,Emon Khan,1554222898771,The question was it cost more to be healthy and this girl comes it doesn't cost much to get vegan. Typically irritating vegan activist.,0.0,0,False,
832,Elliott 7008,1554222898773,4:04 here come the Vegans!,0.0,0,False,
833,WeTheLiberty,1554222898775,Vegans hurt more animals. If everyone goes vegan then farmers will not have chickens or cows and their species would die.,0.0,0,False,
834,Arctica Woof,1554222898777,Animals = Humans,0.0,0,False,
835,Dale Xz,1554222898778,Ok so explain to me how this is ok..... If your vegan than your eating the animals food source soooooo how is that ok than just eating the animal?,0.0,0,True,
836,Kayra,1554222898781,"Damn this girl likes to talk about herself like she was desperate to mention that her mom died and that capitalism stuff, like I respect your ideas but the delivery is do annoying tbh",0.0,0,False,
837,ritz crackers,1554222898782,I want yo eat a steak right in front of the girl with braids,0.0,0,False,
838,Joker Red,1554222898784,"My question is does the vegan guy care about stepping on an bug and accidentally killing it as much as he would if he killed that fish. He said a human is as important to him as the fish, so does that apply to all animals are they all on the same level as well?",0.0,0,False,
839,SPI R4L,1554222898786,Arby’s WE GOT THE MEATS!!!,0.0,0,False,
840,ur dad,1554222899737,Aubrey looks like a crackhead,0.0,0,False,
841,Blaze The Kid,1554222899738,I can’t tell if that guy is a black guy or a white,0.0,1,False,
842,Nathan EverLast,1554222899740,"Remember if somebody works it out we should crowd fund 
To at least pay the inventor for his great discovery, I simply just dont have the money yet to do that..",0.0,0,False,
843,János Nyilas,1554222899742,Those water molecules in plants were once part of  prehistoric animals who died horrible deaths. 🤔🤨🙃🙃🤯,0.0,0,False,
844,Benja Peyloubet,1554222899743,"vegan people doesn't bother me until they touch my steak, if they touch my steak they die",0.0,0,False,
845,Josh Morrison,1554222899745,I respect vegans but I hate it when they try to push their views on people who aren't vegan.,0.0,0,False,
846,DAPHNE,1554222899747,Why did you have to get literal vegan stereotypes? I don't eat meat and even I think they're assholes,0.0,1,False,
847,joshuaduttjd,1554222899748,"Your now doing your own thinking, like what I'm sorry before I had a little man in my head pressing buttons or something",0.0,0,False,
848,Can Be,1554222899750,✌💛💡🙏,0.0,0,False,
849,C H I Ł Ł,1554222899752,That goth havin ass girl was gettin me heated. I was finna yell at my screen.,0.0,2,False,
850,TEHEPICDUCK,1554222899753,"All these vegans are literally the physical embodiment of everything annoying about veganism. Their superiority complexes, their lack of self awareness, their ability to almost compete for ""who has the saddest backstory,"" their general mannerisms and fashion sense (or lack thereof) are all so stereotypically vegan",0.0,1,False,
851,Kaimeruh,1554222899755,These vegans are so dramatic omg,0.0,0,True,
852,The Hamburgler,1554222899757,All jokes aside I actually like the way Vegans think about animals and people.,1.0,0,False,
853,king honie,1554222899759,"ThE FoOd CHaIn Is A ConStRuCt, ok and did you take biology?",0.0,0,False,
854,Nathan Croyle,1554222899761,Why can bears mountain lions and other carnivore and or meat eating animals eat other animals but we can’t,0.0,0,True,
855,FarSide Riv CA,1554222899763,These vegans are ridiculous,0.0,0,False,
856,Danny P,1554222899765,They sound so self-righteous.,0.0,0,False,
857,Abby McGuire,1554222899766,Omfg that girl is so obnoxious wtf,0.0,0,False,
858,Omole Musah-Eroje,1554222899768,Didn't expect the comments to be more aggy than the video 😬😬😬,0.0,0,False,
859,Luke T.,1554222899769,People like the vegan girl is what is ruining this country.,0.0,0,False,
860,somhayhita Cc,1554222900596,That girl thou I can't stand her lol,0.0,0,False,
861,Basma Nassif,1554222900598,They didn’t ask if it’s more expensive to be vegan they asked if it costs more to eat healthy. Homegirl needs to relax.,0.0,1,False,
862,tank in mud,1554222900600,I am vegan and i am embarassed by these hippiesh*t,1.0,0,False,
863,wanda jackson,1554222900602,"Definitely, they think they are superior...",0.0,0,False,
864,wanda jackson,1554222900603,I can't stand the girl with her chip up all time...feeling moral superior,0.0,0,False,
865,Daniel Carr,1554222900605,"I was out as soon as I heard the guy say that food chains were a societal construct. Yeah, like ""wolves are only apex predators because they've been socialised in this meat eating carnivarchy, maaaaaaaan.""",0.0,0,False,
866,Djnwordfistercottonpicker Ongod,1554222900607,4:22 “that’s not a everyday thing”  5:20 ok,0.0,8,False,
867,potator,1554222900620,"why'd you have to get the most stereotypical ""woke"" vegans you could have found",0.0,0,False,
868,nose nose,1554222900621,"Other animals eat meat too. 
Why cant we?? 🙄🙄🙄. Do vegans forget it's natural & that we are apart of the animal kingdom too?",0.0,2,True,
869,Uniworks,1554222900624,Bruh that girl looks like the most stereotypical vegan ever.,0.0,0,False,
870,KingChi,1554222900626,Its sad how YOU KNOW who the vegans are before the video even starts lmaoo,0.0,1,False,
871,Derek,1554222900628,Why do vegans have to be such dicks,0.0,0,False,
872,Stoneloan,1554222900630,Ai man I'm just trying to insert quality protein for my gains,0.0,0,False,
873,TheHardback Reader,1554222900632,"Whenever an annoying vegan says ""Ewww. You're eating a dead animal. You should become vegan.""
I respond with:
a) ""Mmmm! I love my dead animal (insert meal you're eating!)

b) ""Did you know, if a plant gets plucked from the ground, it sends a chemical message to other plants as a warning? You're just a plant killer.""
EDIT: Thanks for you guys confirming that statement B is false!",0.0,47,True,
874,Jack Boardman,1554222900634,I have serious dislike towards the vegan girl,0.0,1,False,
875,Iris's Subiminals Resuts,1554222900636,that girl with braids is hella anoying,0.0,0,False,
876,Ms. Apherix,1554222900638,watches video while eating a steak,0.0,0,False,
877,nia,1554222900639,why did i know who the vegans were just by looking at em,0.0,0,False,
878,Brian Hartman,1554222900641,"that blonde chick was sooo excited to let everyone know ""it's because of Capitalism""... she must be a hit at parties.",0.0,0,False,
879,Derek Kor,1554222900643,Got a mcD ad before this vid. Awesome guess i know what it means :D,0.0,0,False,
880,Free,1554222901976,Old school Hip Hop Enthusiasts VS New School Hip Hop Enthusiasts,0.0,2,False,
881,BartmanGS,1554222901977,Vegan communist? Im already pissed,0.0,0,False,
882,Austin Dean,1554222901979,"""Me vs a Mountain Lion? There's no way I'm gonna win."" 
Meanwhile, a man his size recently killed one with his bare hands after being attacked and survived",0.0,259,True,
883,geggy/main ne jl,1554222901981,I hate people who don't eat ass. 🤬,0.0,0,False,
884,JaM EvolvE,1554222901983,Vegans do know plants are living organisms right??,0.0,3,True,
885,Serena Heck,1554222901997,"“To try and cut corners, and in the end-“
“IM WITH YOU! Like my mom passed away”
“Hm, wow, well in the end-“
“LIKE SHE WAS EATING BUCKETS OF ICE CREAM”",0.0,0,False,
886,Trevor Rogers,1554222901999,"They really picked the worst people to represent vegans here, I don't think most are like that.",0.0,0,False,
887,Roselia Thorn,1554222902004,"Idc what you eat or don't eat, but omg please have manners.",0.0,1,False,
888,Roselia Thorn,1554222902006,Those are the most vegan vegans I've ever seen,0.0,0,False,
889,Mintii,1554222902008,"just watch animal slaughter videos and you'll see why they turn vegan
you'll start seeing their side of the story than just what you grew up with which was eating meat",0.0,0,False,
890,B. Kasper,1554222902009,I know I couldn’t do this with straight face. I would try to piss off everyone while laughing my ass off.,0.0,0,False,
891,Sneaking Raccoon Gaming,1554222902011,Nobody really likes vegans because they think they're so much better than other normal people,0.0,0,False,
892,Crythe Speedy,1554222902013,"I was done at ""the issue is capitalism""",0.0,0,False,
893,"Thank you____, very cool! !",1554222902015,"That Audrey girl is a stereotypical anti capitalist, vegan, smash the patriarchy type girl.",0.0,0,False,
894,Aybar TAŞ,1554222902017,Owww its too sad that blondy one is retarded. She was cute in the beginning,0.0,0,False,
895,Ahmadgazzy,1554222902018,stfu and just eat a cow,0.0,0,False,
896,Otah Keki,1554222902021,"I stop the video after 8 seconds to say this one sentence: ""and it taste so good!""",0.0,0,False,
897,Nicole Christina,1554222902023,"I think veganism is cool, but I think the problem is that some (not all) vegans look down on people who eat meat as if they are all unhealthy or that they aren’t good people. I can see both sides, but a person’s diet doesn’t show what kind of person they are.",0.0,0,False,
898,Brandt D Howett,1554222902025,"pets are just animals that don't taste good, that's why poor countries eat dogs they can't be picky",0.0,0,False,
899,Brandt D Howett,1554222902027,"these veagans are the worst, eating none animal products is fine but bringing animals to our level nahhhhhhhh",0.0,0,False,
900,first name last name,1554222903444,Because the hood is dangerous and the uneducated and poor are more likely to be alcoholics.,0.0,0,False,
901,first name last name,1554222903446,The girl needs to go back to the collapsed Soviet union.,0.0,0,False,
902,first name last name,1554222903448,That guy at 1:50 failed high school biology,0.0,0,False,
903,asadd2,1554222903449,"5:44 sorry but that guy is nuts
6:58 people talking about if its expensive to eat healthy in general, not if its expensive to eat vegan. Vegan isn't necessarily healthy in every case :P And suddenly she starts to talk about capitalism, wtf

The vegans are represented in a terrible way there, pretty much like sexists calling themselves ""feminists"". I guess everybody can choose to eat meat or not, but the main issue is that people aren't educated enough about choosing the right eating habits. Meat is alright, just don't feast on it everyday and get the cheapest quality.",0.0,2,False,
904,samuel escobar,1554222903451,That dude looks like Kendrick lamar,0.0,0,False,
905,samuel escobar,1554222903453,"You know, when you eat chicken 
You aren’t eating an alive chicken",0.0,0,False,
906,Really Justreally,1554222903454,"“Food chains aren’t real”
So what can a grasshopper eat me!??!?",0.0,0,False,
907,Really Justreally,1554222903465,"“Food chains aren’t real”
So what can a grasshopper eat me!??!?",0.0,0,False,
908,DaCookie,1554222903467,Notice how all the vegans are hipsters,0.0,0,False,
909,what,1554222903468,"Boiled plants are the same thing as boiled animals, a tasty carcass that is edible",0.0,0,False,
910,what,1554222903470,"Vegans actually a lower life expectancy, because if they don't get a certain vitamin that is specific to meat, then their cells in their bodies will start to die, so uh, yeah.
Note: Don't come up with the argument that ""MeAt CaUSes CaNCer"". Yes, I know that it causes cancer, but existing in general causes cancer, even after a week since you are born, you can still get cancer, at any time of the day or week",0.0,1,True,
911,Wesley,1554222903472,8:20 guy talks about dad dying from heart attack and vegan girl says her moms depressed. Like what?,0.0,0,False,
912,Vladimir Casap,1554222903474,06:53 her way of talking made me order Mc Donald's,0.0,0,False,
913,Melissa H Lee,1554222903476,Is it bad that I correctly guessed who is vegan or not in a second?,0.0,1,False,
914,Gin M,1554222903478,"I dont eat any other meat except chicken, beef, pork and goat just because I'm scared it'll taste bad and I wont like it.",0.0,0,False,
915,SVT Devin,1554222903479,they even look ridiculous,0.0,0,False,
916,pvp979gaming,1554222903481,Funny how u could guess so easy who of them where vegans from the start lmao special snowflakes,0.0,0,False,
917,अर्जुन शर्मा,1554222903483,"Wow, all the participants were so nice. Never thought things could be  discussed this way.",0.0,0,False,
918,ayden fretter,1554222903484,"yo these vegans are destroying rain forest
blond girl : first of all capitalism",0.0,0,False,
919,Shivani Mehta,1554222903486,I'm a vegetarian and I feel like vegans/ vegetarians forcing meat eaters to switch into either one of those is ehh. Like yea tell them to be more concious about how much and how often they eat that's totally reasonable but don't expect them to change their diet?,1.0,0,False,
920,Aaron Venegas,1554222904448,I think the girl is a feminist,0.0,0,False,
921,Trausti Harðarson,1554222904450,"Vegans don’t realize that we who eat meat we wanna enjoy life , damn vegans are so weird and creep me out",0.0,0,False,
922,The Coin Collector,1554222904452,"I looked so hard to find this video, it is the holy meat-eater vs vegan video.",0.0,0,False,
923,MagneticSalmon,1554222904454,"You know what the problem is...?







CAPITALISM",0.0,253,True,
924,pigglet and pooh bear,1554222904456,"All the vegans were polite, except the girl with the white and black braids",0.0,0,False,
925,NoobGod132,1554222904458,Saves lion over a kid,0.0,0,False,
926,Jason Khimera,1554222904459,"Man that girl is annoying....  I agree with a lot, but can you allow someone else to finish a thought?",0.0,0,False,
927,Colby Powell,1554222904471,How do I eat pain.,0.0,0,False,
928,Seal Of Apoorval,1554222904472,oh god they chose the worst possible vegans out there. I know better vegans who would have handled these arguements in a much more mature way then just go la la la la la la  when someone goes against them,0.0,1,False,
929,kili sloe,1554222904474,I'll save my own kind before I save a animal,0.0,0,False,
930,kili sloe,1554222904476,"All living things consumes life to live life. Doesn,t matter what it is. End of story.",0.0,0,False,
931,Lynxs,1554222904477,"""what even is a food chain""",0.0,0,False,
932,FaZe_CoZi,1554222904479,"That one vegan girl kept eyeing the black guy every time she spoke, she might me vegan but she can't resist that BBC meat ;)",0.0,0,False,
933,lcg,1554222904481,"""The problem is capitalism"" yeah like living in a communist or socialist society is better than having to go out of your way to get vegan food",0.0,0,False,
934,Allison Suleiman,1554222904483,You could tell instantly who the vegans were..,0.0,0,False,
935,Nicholas uyeda,1554222904484,4:32 stfu,0.0,0,False,
936,Rol Lor,1554222904486,If humans are not on the top of the food chain who or what is ?,0.0,0,False,
937,Karolína Koutenská,1554222904488,"I think some of the statements the vegans mention in this video are really alienating people from ever thinking about trying a more plant based diet. Being vegan can be very overwhelming and for most people for example choosing the life of an animal over a human life is simply unimaginable. I don't want to attack anyone's beliefs here but I do think there are more effective ways to spread the message that most people would be a lot more responsive to. And that is the ultimate goal for most vegans, right, to eliminate animal suffering as much as possible.",1.0,0,False,
938,Yegroid,1554222904490,Damn vegans are ugly,0.0,0,False,
939,Megan Halcom,1554222904491,I hate her so much OMG lol,0.0,0,False,
940,mialien,1554222905910,That vegan girl was cringe as hell & probably has an IQ of 80. What does capitalism have to do with what people choose to eat LOL,0.0,0,False,
941,Noah JT Thompson,1554222905911,Said should I eat a dog to a Asian,0.0,0,True,
942,Dennis,1554222905914,Vegans vs normal people...,0.0,0,False,
943,Connor RK800,1554222905915,I’m a vegan and I look like a normal person.,1.0,0,False,
944,Anindo Mahmud,1554222905917,"I am not against veganism or vegans in any way. I just want to make a point here.
Veganism is sustainable only in 1st world countries and even there, you must carefully plan your diet. If you go to a starving village in a 3rd world country, on the other hand, and tell them to stop eating animals; they will gradually die out from malnourishment.",0.0,0,False,
945,Sergeant Suave,1554222905919,"These vegans make me cringe. When people see them it distracts from the argument and becomes ""I'd rather not associate with these weirdos""",0.0,0,False,
946,"With love, Rose",1554222905922,"I love this, this was wonderful❤",0.0,0,False,
947,Bego Bertran,1554222905934,"Jesus, the girl is the ultimate annoying vegan stereotype.",0.0,1,False,
948,Rye Noe,1554222905936,Talks about raising an animal and not eating it because of the relationship that’s built...but never considers farmers 😂🙄,0.0,0,False,
949,Thomas Anguita,1554222905938,4:50 a dude choked a mountain lion a couple weeks ago,0.0,0,False,
950,N RF,1554222905940,Did these people never learn of food chain in school??,0.0,1,False,
951,Omar Sinno,1554222905941,thats too gay,0.0,0,False,
952,The Magnificent Dunce,1554222905943,Anyone else felt annoyed by the lady with the nose peircing?,0.0,0,False,
953,Eknowbateeb,1554222905945,"Dude that vegan girl with the white hair is kinda douchey and ""masyadong mukhang mabaho"" as we say in the philippines HAHAHAHAHA.",0.0,0,False,
954,cyd459,1554222905946,"ughghghgh the vegans they chose were so annoying, should've had someone like Earthling Ed on here",1.0,0,False,
